Class;Date;Opening Price;Closing Price;Maximum;Minimum;Var. %;Return;MOMENTUM5;EMA12;EMA26;MACD 12-26;EMA9 of MACD12-26;MACD 12-26-9;ROI10;ROI20;ROI30;RSI 10;RSI 14;RSI 30;STOCHRSI10;STOCHRSI14;STOCHRSI30;ADX;Williams%R;CCI;ATR;UO;;;;;;;
1;20100806;1123.5;1119.5;1127;1103.75;-0.3600;-0.003560303;21.25;1108.446998;1096.75609;11.69090824;7.913605567;3.777302672;1.5586E-06;1.97264E-06;1.40987E-06;50.02134783;50.0025945;50.29200164;0.011409153;0.049025047;0.206520973;28.36516128;-10.71428571;89.61919666;20.60880183;66.24593566;;;;;;;
0;20100809;1120;1125.5;1126.75;1116.5;0.5400;0.005359536;3.75;1111.070537;1098.885269;12.18526845;8.767938144;3.417330307;1.29987E-06;2.03453E-06;1.4435E-06;50.09312241;50.13103847;50.3606638;0.177400008;0.34185053;0.196754739;28.57153616;-3.370786517;103.2324269;19.86888741;71.63063686;;;;;;;
0;20100810;1125.25;1119.75;1125.75;1108.25;-0.5100;-0.005108841;1.5;1112.405839;1100.430804;11.97503479;9.409357473;2.565677315;7.29556E-07;1.26725E-06;1.4027E-06;50.09338812;49.9215181;50.27343219;0.26193908;0;0;28.76316999;-12.03007519;74.94869984;19.69968117;70.49953302;;;;;;;
0;20100811;1119.25;1085;1119.75;1084.5;-3.1000;-0.031033713;-39.5;1108.189556;1099.287782;8.901774399;9.307840858;-0.406066459;-1.36071E-06;-1.75151E-07;1.51971E-06;50.15709156;50.08356904;50.18472222;0.478720133;0.40716388;0;28.94111568;-96.61016949;-13.12794181;20.81041823;52.6408725;;;;;;;
0;20100812;1085;1079.25;1087.5;1070.5;-0.5300;-0.005299539;-44.25;1103.737317;1097.803502;5.933815127;8.633035712;-2.699220585;-1.43859E-06;-4.00372E-07;1.62517E-06;50.22377858;50.21507747;50.09100422;0.70565422;0.737587642;0;29.10635097;-84.71615721;-79.78511739;20.5382455;52.99855406;;;;;;;
1;20100813;1079.5;1076;1089;1072.5;-0.3000;-0.00301135;-43.5;1099.470037;1096.188427;3.281609827;7.562750535;-4.281140708;-1.8287E-06;6.30317E-07;1.68014E-06;50.4688235;50.31440871;49.99498566;1;0.987164051;0;29.38178166;-90.3930131;-82.70772363;20.24979939;48.54358069;;;;;;;
1;20100816;1077.5;1077;1081.5;1066.25;0.0900;0.000929368;-48.5;1096.013108;1094.767062;1.246046018;6.299409632;-5.053363613;-3.7275E-06;6.40122E-07;1.93453E-06;50.13481441;50.16164402;49.83852544;0.26170987;0.611177557;0;29.63753874;-82.5203252;-105.8761528;19.89267086;49.721414;;;;;;;
0;20100817;1077.25;1089;1098.5;1074.5;1.1100;0.011142061;-30.75;1094.934169;1094.339873;0.594296071;5.15838692;-4.564090848;-2.37677E-06;4.43258E-07;1.95247E-06;50.07938308;50.0842001;49.92106325;0.139185056;0.414064365;0.102849683;28.00656958;-63.00813008;-60.28388533;20.18605152;48.62616395;;;;;;;
0;20100818;1089;1086.75;1098.5;1083.75;-0.2100;-0.002066116;1.75;1093.675066;1093.77766;-0.102594014;4.106190733;-4.208784747;-3.0861E-06;1.03073E-06;8.45023E-07;49.96882438;50.11327594;49.97846097;0;0.488069292;0.174372515;27.18018766;-66.66666667;-57.68012668;19.79776212;43.2443689;;;;;;;
0;20100819;1087;1071.25;1095;1068.5;-1.4300;-0.01426271;-8;1090.225056;1092.108944;-1.883888593;2.908174868;-4.79206346;-4.37915E-06;-6.61904E-07;1.85784E-07;50.13927274;50.22345721;50.05341973;0.340897306;0.768506823;0.267778011;26.41283301;-91.8699187;-110.0793418;20.2764934;36.85765486;;;;;;;
0;20100820;1070.75;1070.25;1076;1061.75;-0.0900;-0.000933489;-5.75;1087.15197;1090.489763;-3.337793023;1.65898129;-4.996774312;-4.1378E-06;-1.25374E-06;-3.65921E-09;50.30100261;50.20578003;50.12152659;0.664357632;0.723514194;0.352645408;25.70028941;-87.12121212;-133.6384029;19.84602958;42.57035562;;;;;;;
0;20100823;1070;1065.5;1080.25;1064.25;-0.4400;-0.004438215;-11.5;1083.820898;1088.63867;-4.817771786;0.363630674;-5.181402461;-5.07579E-06;-1.85136E-06;-2.59199E-07;50.02959391;50.32650689;50.19053003;0.121539279;1;0.438630039;24.57293265;-94.31818182;-114.4622578;19.57131319;38.18323928;;;;;;;
1;20100824;1065.5;1049.75;1065.75;1044;-1.4800;-0.014781793;-39.25;1078.579221;1085.758027;-7.178806182;-1.144856697;-6.033949485;-6.0734E-06;-2.6476E-06;-1.1233E-06;50.23263904;50.25469839;50.25830331;0.527630243;0.82269015;0.523081761;23.52610136;-93.13432836;-157.0558767;19.72693367;36.99039953;;;;;;;
0;20100825;1050;1054.5;1057.75;1037;0.4500;0.004524887;-32.25;1074.874726;1083.442618;-8.567892319;-2.629463821;-5.938428498;-2.67396E-06;-2.03701E-06;-1.01146E-06;50.05245367;50.09682774;50.19432002;0.167258863;0.432875292;0.476999962;22.55404375;-80.55555556;-145.3395192;19.80000984;40.11087763;;;;;;;
1;20100826;1055.25;1044.75;1061.75;1043;-0.9200;-0.009246088;-26.5;1070.240152;1080.576498;-10.33634565;-4.170840187;-6.165505461;-3.07666E-06;-2.28138E-06;-1.30128E-06;50.16773763;50.27008895;50.25628253;0.397827192;0.860692591;0.560070689;22.22963214;-91.36490251;-126.6472546;19.72500914;34.08755642;;;;;;;
0;20100827;1043.75;1063.75;1064.5;1037.25;1.8200;0.018186169;-6.5;1069.241667;1079.330091;-10.08842338;-5.354356825;-4.734066552;-1.02899E-06;-1.43938E-06;8.20523E-08;50.14875582;49.91233231;50.1734194;0.541671359;0;0.448979319;21.57038545;-69.85915493;-97.96611421;20.26250848;45.30929262;;;;;;;
1;20100830;1064.5;1045;1072.75;1044.5;-1.7600;-0.017626322;-20.5;1065.51218;1076.787121;-11.27494099;-6.538473658;-4.736467332;-2.82312E-06;-3.33238E-06;-5.01224E-07;50.1687132;50.08680505;50.28070318;0.601751703;0.421254096;0.592810501;20.07494419;-90.33232628;-92.34567901;20.83304359;42.49221828;;;;;;;
1;20100831;1045;1048.25;1054.25;1037.5;0.3100;0.003110048;-1.5;1062.85646;1074.67326;-11.81680019;-7.594138964;-4.222661226;-3.5806E-06;-3.02488E-06;-8.8654E-07;49.84903942;50.02605931;50.22491327;0;0.274587111;0.518015143;18.68632017;-81.70731707;-105.7459982;20.54139762;43.58801461;;;;;;;
1;20100901;1051.75;1081.75;1082.5;1050.75;3.2000;0.031958025;27.25;1065.763159;1075.197463;-9.43430469;-7.962172109;-1.472132581;-3.24427E-07;-1.7124E-06;5.82185E-07;50.1017189;50.12625831;50.17830886;0.559070929;0.51651166;0.455534429;19.69610542;-27.23577236;-25.32707145;21.5205835;53.73636471;;;;;;;
1;20100902;1081.5;1089.5;1090.5;1076.5;0.7200;0.007164317;44.75;1069.41498;1076.25691;-6.841930099;-7.738123707;0.896193608;1.64457E-06;-1.33061E-06;1.14311E-07;50.2944502;50.23599116;50.18116945;0.985502333;0.781455138;0.459369504;18.34474545;-14.63414634;30.21002868;20.98339897;58.30858107;;;;;;;
0;20100903;1089.75;1103.5;1104.5;1086.25;1.2800;0.012849931;39.75;1074.65883;1078.274917;-3.616087555;-6.913716477;3.297628921;2.87276E-06;-5.70178E-07;1.46949E-07;50.52456123;50.32412203;50.18607255;1;0.9942419;0.465942895;17.96718553;-1.481481481;84.91537896;20.78815619;60.44276986;;;;;;;
1;20100907;1103.75;1091.25;1107.25;1089.75;-1.1100;-0.011101042;46.25;1077.211317;1079.236034;-2.024717043;-5.93591659;3.911199547;2.29445E-06;-1.33079E-06;-4.40302E-07;50.37194889;50.1865072;50.14745874;0.774082297;0.661979045;0.414174866;17.35614936;-22.77580071;89.39192188;20.55328789;61.02295957;;;;;;;
1;20100908;1091.5;1099.25;1103;1086.25;0.7300;0.007331042;51;1080.601884;1080.71855;-0.116666448;-4.772066562;4.655400114;4.28938E-06;-7.55266E-07;-2.5579E-07;50.39486728;50.34299735;50.12674657;0.808009236;1;0.451603165;16.78875864;-11.38790036;100.807828;20.28162447;59.02566609;;;;;;;
1;20100909;1099.25;1102.5;1112;1096.75;0.3000;0.002956561;20.75;1083.970825;1082.331991;1.638833779;-3.489886494;5.128720272;4.13448E-06;7.88469E-07;7.92759E-08;50.55348915;50.45043292;50.17090377;1;1;0.54820592;15.7056927;-12.66666667;130.707318;19.92222272;65.11601085;;;;;;;
1;20100910;1103;1109.75;1110.5;1100.5;0.6600;0.006575964;20.25;1087.936852;1084.362955;3.573897104;-2.077129774;5.651026878;5.5332E-06;1.31837E-06;4.12562E-07;50.44437679;50.56906564;50.21909329;0.845109797;1;0.627686969;14.96246442;-3;127.2386789;19.21349252;67.71356424;;;;;;;
0;20100913;1112.5;1121.25;1124;1112;1.0400;0.010362694;17.75;1093.061951;1087.095328;5.966623104;-0.468379199;6.435002303;4.7787E-06;1.90124E-06;6.82525E-07;50.60907764;50.69257082;50.25415295;1;1;0.68551238;14.4665673;-3.16091954;150.3981797;18.85895734;63.70835516;;;;;;;
1;20100914;1120.75;1120.75;1127.5;1115;-0.0400;-0.000445931;29.5;1097.321651;1089.588267;7.733384237;1.171973489;6.561410748;6.31377E-06;1.84073E-06;3.31574E-08;49.73798196;50.27654643;50.15468324;0;0.46679845;0.521452698;14.23022016;-7.458563536;134.7436161;18.4047461;61.14036968;;;;;;;
1;20100915;1120.75;1125.75;1126.5;1114;0.4500;0.004461298;26.5;1101.695243;1092.266914;9.428329464;2.823244684;6.60508478;6.40576E-06;1.53583E-06;2.57495E-07;49.95828915;50.43981175;50.25639848;0.252908136;0.67604897;0.68921603;14.01075496;-1.939058172;121.8817001;17.98297853;59.40954092;;;;;;;
1;20100916;1126.25;1127.75;1129;1118;0.1800;0.001776593;25.25;1105.703667;1094.895291;10.80837681;4.420271109;6.388105703;3.71815E-06;1.70348E-06;1.44351E-07;50.08814114;50.27204841;50.26134737;0.401975562;0.461033518;0.780888636;13.46348815;-1.36239782;115.8521633;17.48419435;69.90584962;;;;;;;
1;20100917;1128;1131.15;1137.75;1127.75;0.3000;0.003014853;21.4;1109.618488;1097.580825;12.03766318;5.943749523;6.093913654;3.34014E-06;2.46207E-06;2.58966E-07;50.20513369;50.41122132;50.37995842;0.536280614;0.577877507;1;12.82296531;-6.583541147;118.8863369;16.94960904;66.24120553;;;;;;;
0;20100920;1118.5;1136.5;1140.25;1117;0.4700;0.0047297;15.25;1113.754105;1100.463727;13.29037855;7.413075329;5.877303225;2.60992E-06;2.69963E-06;5.00892E-07;50.29744016;50.00922825;50.50281103;0.642246554;0;1;12.02376838;-3.649635036;103.9665003;17.39963696;70.53645438;;;;;;;
0;20100921;1136.5;1134.75;1144;1130.25;-0.1500;-0.001539815;14;1116.984243;1103.003451;13.98079227;8.726618717;5.254173553;3.45653E-06;2.83151E-06;2.98995E-07;49.81057972;49.91272133;50.3704291;0.083340738;0;0.800715338;12.231519;-9.919571046;105.5384938;17.13894861;65.14728476;;;;;;;
0;20100922;1135;1129.75;1140.25;1126.5;-0.4400;-0.004406257;4;1118.948205;1104.984676;13.96352903;9.77400078;4.189528251;2.4329E-06;3.30324E-06;3.21048E-07;49.85950272;49.90073036;50.35392287;0.139503335;0;0.775867241;12.42443029;-21.11111111;89.42813152;16.89688085;58.50933674;;;;;;;
1;20100923;1130;1120.5;1134.5;1117.25;-0.8200;-0.008187652;-7.25;1119.186943;1106.13396;13.05298343;10.42979731;2.623186117;1.45841E-06;2.76323E-06;1.00334E-06;49.97603764;49.95728194;50.29541301;0.273283046;0.07141789;0.68778787;12.60356221;-40.69264069;63.28123611;16.92210365;55.80073357;;;;;;;
0;20100924;1120.5;1143.25;1144.5;1118.5;2.0300;0.020303436;12.1;1122.888952;1108.883296;14.00565586;11.14496902;2.860686843;2.63013E-06;4.0006E-06;1.72987E-06;50.0997654;50.055895;50.34691549;0.415319975;0.195954421;0.76531849;11.84198909;-2.145922747;87.48686939;17.57052481;59.82861124;;;;;;;
1;20100927;1144;1137.75;1149.75;1137;-0.4800;-0.004810846;1.25;1125.175267;1111.02157;14.15369659;11.74671453;2.406982059;1.3092E-06;3.0093E-06;1.68551E-06;50.09241327;49.84905297;50.23772079;0.633525984;0;0.600939346;12.42217993;-18.8976378;97.89200224;17.22620161;54.14489941;;;;;;;
0;20100928;1137.75;1141.75;1146;1127.25;0.3500;0.003515711;7;1127.725226;1113.29775;14.42747555;12.28286674;2.144608815;1.65159E-06;3.92462E-06;1.75511E-06;50.08103221;49.9540594;50.3241124;0.555503109;0.124486316;0.692824555;12.96092858;-15.09433962;83.69079684;17.33504435;57.4284615;;;;;;;
0;20100929;1141.75;1141;1146.75;1135.5;-0.0700;-0.000656886;11.25;1129.767499;1115.349769;14.41773;12.70983939;1.707890611;1.2041E-06;3.76213E-06;1.41157E-06;50.07338584;49.97552971;50.26175406;0.53979765;0.149939608;0.54027473;13.95745885;-17.76649746;92.5858482;16.90039833;53.45162831;;;;;;;
1;20100930;1141;1136.75;1153.5;1131.25;-0.3700;-0.003724803;16.25;1130.84173;1116.934971;13.90675864;12.94922324;0.957535403;7.24648E-07;2.20668E-06;1.36821E-06;50.1044611;50.01940228;50.1802374;0.603625513;0.201951048;0.282198767;14.23869858;-40.36144578;88.79034872;17.28251273;50.83517061;;;;;;;
0;20101001;1135.75;1142.25;1146.5;1134.5;0.4800;0.004838355;-1;1132.596848;1118.810158;13.78668982;13.11671656;0.669973261;8.808E-07;2.09424E-06;1.91903E-06;50.16533998;50.08554064;50.18452758;0.728669301;0.40031173;0.165233568;14.70824035;-28.48101266;87.3105671;16.9051904;53.06672803;;;;;;;
1;20101004;1143.25;1134.75;1144;1127;-0.6600;-0.006565988;-3;1132.928102;1119.990887;12.93721493;13.08081623;-0.143601303;-1.08812E-07;1.25257E-06;1.76626E-06;50.19352881;50.04139477;50.07192343;1;0.325584323;0;15.14424342;-47.46835443;51.79121753;16.91196251;54.66116188;;;;;;;
1;20101005;1134.75;1154.75;1158.75;1132.75;1.7600;0.017625028;13;1136.285317;1122.565637;13.71968087;13.20858916;0.511091711;1.55273E-06;2.47469E-06;2.37255E-06;50.26511135;50.1324418;50.05891783;1;0.504099582;0;14.18943006;-9.580838323;121.3553742;17.56110805;54.79170361;;;;;;;
1;20101006;1155;1155.75;1160;1151;0.0900;0.000865988;14.75;1139.279884;1125.023738;14.25614643;13.41810061;0.838045814;2.00756E-06;2.19286E-06;2.8218E-06;50.29364071;50.22003494;49.99558031;1;0.659912593;0;14.5201999;-9.88372093;161.0824166;16.94960033;57.02288996;;;;;;;
1;20101007;1155.75;1156.5;1163.75;1147.25;0.0600;0.000648929;19.75;1141.929133;1127.355313;14.57382005;13.6492445;0.924575551;2.77033E-06;2.09167E-06;2.70826E-06;50.25100905;50.29907303;50.11595477;0.806443961;1;0.237316975;14.51351422;-15.50802139;154.0102389;16.91748602;55.19396729;;;;;;;
1;20101008;1156.5;1160.5;1164;1145.5;0.3500;0.003458712;18.25;1144.786189;1129.810475;14.97571454;13.91453851;1.061176035;1.30928E-06;1.95016E-06;3.06385E-06;50.31348105;50.37367104;50.01217064;1;1;0.032707655;14.48566536;-7.486631016;149.2095752;17.03052273;59.69409278;;;;;;;
1;20101011;1161.5;1162.25;1165;1157.75;0.1500;0.001507971;27.5;1147.472929;1132.213402;15.25952687;14.18353618;1.07599069;1.85098E-06;1.56629E-06;2.5809E-06;50.34687037;50.4092757;50.12188492;1;1;0.249008192;15.21177789;-5.759162304;163.014691;16.33191397;64.96574741;;;;;;;
1;20101012;1162.5;1164.5;1169;1151.75;0.1900;0.0019359;9.75;1150.092479;1134.605002;15.4874764;14.44432422;1.043152171;1.71174E-06;1.66553E-06;3.13588E-06;50.41721153;50.42292309;49.98044096;1;1;0;15.51806259;-8.695652174;144.5611126;16.39749154;64.40586859;;;;;;;
0;20101013;1165.25;1174.25;1181;1164.25;0.8400;0.008372692;18.5;1153.80902;1137.541669;16.26735165;14.80892971;1.458421938;2.46649E-06;1.81825E-06;3.25923E-06;50.50322089;50.39274793;50.11323257;1;0.947418137;0.254209827;16.50454581;-10.8;180.9118215;16.42267072;66.52229747;;;;;;;
1;20101014;1174.75;1173.5;1180.75;1162.5;-0.0600;-0.000638706;17;1156.838402;1140.205249;16.63315304;15.17377437;1.459378662;2.73105E-06;1.7165E-06;2.3354E-06;50.10200635;50.26490146;50.06742876;0;0.724638692;0.166525245;17.42056595;-13.88888889;147.6072469;16.55319424;62.77979627;;;;;;;
1;20101015;1174;1175;1180;1163;0.1300;0.001278228;14.5;1159.632494;1142.782638;16.84985608;15.50899072;1.340865368;2.42457E-06;1.64041E-06;2.16544E-06;50.19016535;50.26569786;50.1614034;0.219730322;0.664667519;0.346425744;18.29958796;-11.11111111;129.2499351;16.58510893;64.6227794;;;;;;;
0;20101018;1174.25;1178.25;1182.25;1164.75;0.2800;0.002765957;16;1162.496726;1145.40985;17.08687578;15.82456773;1.262308053;3.2099E-06;1.55255E-06;1.87418E-06;49.81050931;50.34431981;50.24327318;0;0.824308351;0.503153286;18.86961866;-7.239819005;124.0357914;16.65045829;68.06242149;;;;;;;
1;20101019;1178.75;1163.75;1179.5;1155.5;-1.2300;-0.012306387;-0.75;1162.689537;1146.768379;15.92115759;15.8438857;0.077271887;6.77919E-07;1.10932E-06;1.86301E-06;49.94110088;50.22061166;50.08368128;0.188522286;0.498634466;0.197638266;19.39893289;-33.4841629;72.32915776;17.17542556;61.77809991;;;;;;;
1;20101020;1164;1174.7;1180;1160.5;0.9400;0.009409237;0.45;1164.537301;1148.837388;15.69991219;15.815091;-0.115178807;1.39887E-06;1.68702E-06;1.90461E-06;49.99184272;50.13324524;50.16604756;0.261773319;0.240743533;0.355316307;20.22791406;-13.66515837;90.44650782;17.34146659;63.39705556;;;;;;;
1;20101021;1174.75;1175.75;1186.25;1167.25;0.0900;0.000893845;2.25;1166.262331;1150.830915;15.43141609;15.73835602;-0.306939929;1.41845E-06;2.07171E-06;1.84443E-06;50.04328264;50.19859536;50.24575255;0.33603211;0.41202863;0.507899682;21.41773585;-17.72151899;106.7828822;17.45993326;59.63541184;;;;;;;
1;20101022;1175.25;1180.75;1181.5;1173.25;0.4300;0.004252605;5.75;1168.491203;1153.047144;15.4440597;15.67949675;-0.235437055;1.47968E-06;1.38325E-06;1.77103E-06;50.09728068;49.98118521;50.32276631;0.413983798;0;0.655331087;22.86265229;-10.28037383;106.1679962;16.80208089;61.37959817;;;;;;;
0;20101025;1180.75;1182.75;1193;1180.5;0.1700;0.001693839;4.5;1170.684864;1155.247355;15.43750914;15.63109923;-0.193590091;1.49289E-06;1.6559E-06;1.52373E-06;50.15182658;50.03108915;50.38928296;0.492726392;0.112971852;0.782667355;22.84121323;-21.57894737;127.7943439;16.4947894;57.87719265;;;;;;;
0;20101026;1182;1182.75;1184.25;1174;0.0000;0;19;1172.541039;1157.284588;15.25645091;15.55616957;-0.29971866;1.32922E-06;1.50727E-06;1.53629E-06;50.1859568;50.0589062;50.34403883;0.541996846;0.17594369;0.69605418;22.82130554;-21.57894737;93.74685152;16.04873301;57.95478921;;;;;;;
1;20101027;1183.25;1178.75;1186.25;1167.75;-0.3400;-0.003381949;4.05;1173.496264;1158.874619;14.62164516;15.36926468;-0.747619528;3.36515E-07;1.3968E-06;1.31971E-06;50.12482978;50.01855114;50.29808187;0.827908515;0.084588462;0.608076397;22.57121291;-30;72.55308331;16.22382351;56.42992578;;;;;;;
1;20101028;1178.5;1179.25;1187.5;1173.5;0.0400;0.000424178;3.5;1174.381454;1160.383906;13.99754783;15.09492131;-1.097373484;4.26504E-07;1.57212E-06;1.28092E-06;50.14502712;50.05848526;50.35648504;0.881107571;0.174990781;0.719880597;22.7752894;-33.33333333;80.65790629;16.06497897;57.05463494;;;;;;;
1;20101029;1179.25;1179.75;1182.5;1172;0.0400;0.000423998;-1;1175.207384;1161.818432;13.38895251;14.75372755;-1.36477504;3.53916E-07;1.38436E-06;1.20718E-06;50.15942298;50.09569959;50.41147374;0.929327477;0.259236041;0.825148316;22.964789;-32.12121212;63.97577554;15.66748047;56.59880489;;;;;;;
1;20101101;1180.5;1183;1192.75;1173.75;0.2800;0.002754821;0.25;1176.406248;1163.387437;13.01881142;14.40674433;-1.387932903;3.52002E-07;1.77451E-06;1.14821E-06;50.17381052;50.13498018;50.46397248;0.950394191;0.373685393;1;21.92822625;-26.66666667;96.30484768;15.90551758;56.82313974;;;;;;;
1;20101102;1182.75;1192.75;1193.5;1180.75;0.8200;0.008241758;10;1178.920672;1165.562441;13.3582301;14.19704148;-0.838811383;2.07188E-06;1.36666E-06;1.41219E-06;50.04952672;50.17419899;50.4668475;0.29716545;0.531521332;1;21.55765984;-1.973684211;139.1428249;15.68012347;58.71246266;;;;;;;
1;20101103;1192.75;1197.25;1198;1179.5;0.3800;0.003772794;18.5;1181.740568;1167.909668;13.83090023;14.12381323;-0.292913003;1.59331E-06;1.48292E-06;1.6346E-06;50.10911977;50.22302326;50.45174617;0.461450955;0.665973603;0.968953279;20.72178821;-1.764705882;148.5811243;15.88154322;65.82507238;;;;;;;
1;20101104;1197.5;1218.5;1218.75;1195.25;1.7700;0.017749008;39.25;1187.395865;1171.6571;15.73876543;14.44680367;1.291961756;2.94879E-06;2.15874E-06;2.31562E-06;50.22170608;50.30654023;50.41308804;1;0.895962615;0.889476286;20.31517903;-0.395256917;269.3423855;16.42571871;71.243807;;;;;;;
0;20101105;1218.25;1222;1224.5;1212.5;0.2900;0.002872384;42.25;1192.719578;1175.386204;17.33337474;15.02411788;2.309256853;2.8274E-06;2.12857E-06;1.83351E-06;50.32986134;50.39025498;50.4893521;1;1;1;19.17590812;-3.623188406;267.6015687;16.10959594;73.02049139;;;;;;;
0;20101108;1220.5;1220;1222.25;1214.75;-0.1600;-0.001636661;37;1196.916566;1178.690929;18.22563702;15.66442171;2.561215308;2.55904E-06;2.00318E-06;1.92324E-06;49.93104476;49.79703819;50.23573671;0;0;0.501650928;18.27605583;-7.03125;204.8024816;15.4946248;76.38167316;;;;;;;
1;20101109;1219.25;1211;1224.75;1206.25;-0.7400;-0.007377049;18.25;1199.083248;1181.084194;17.99905462;16.13134829;1.867706332;1.96889E-06;1.63355E-06;1.6377E-06;49.85040413;49.74785178;50.14383622;0;0;0.321068353;17.23540601;-23.91304348;145.3230997;15.70929446;69.93352261;;;;;;;
0;20101110;1210.5;1214;1217;1201.75;0.2500;0.002477291;16.75;1201.378133;1183.522402;17.85573161;16.47622496;1.379506656;2.44667E-06;1.3867E-06;1.71971E-06;49.64397608;49.82799958;50.09166299;0;0.124762457;0.218549025;16.26908832;-18.85964912;109.6424634;15.67648771;74.34639411;;;;;;;
0;20101111;1213.5;1211;1213.75;1202;-0.2500;-0.00247117;-7.5;1202.85842;1185.557779;17.30064114;16.64110819;0.65953295;2.21364E-06;1.31448E-06;1.75848E-06;49.73159226;49.82087869;49.8668152;0.127741747;0.113677688;0;15.39321483;-24.12280702;87.23139523;15.41388145;73.05369586;;;;;;;
1;20101112;1210.5;1195.5;1211.75;1191.5;-1.2800;-0.012799339;-26.5;1201.726356;1186.29424;15.43211566;16.39930969;-0.967194024;1.13625E-06;7.4275E-07;1.2895E-06;49.90075084;49.89720234;49.87476442;0.374369854;0.232487261;0.01276908;14.57990372;-51.31578947;39.52009967;15.75931849;63.39980165;;;;;;;
0;20101115;1195.5;1195.75;1205.75;1192.5;0.0200;0.000209118;-24.25;1200.806916;1186.994667;13.81224965;15.88189768;-2.069648027;9.23114E-07;6.35681E-07;1.4781E-06;49.94481427;49.8912616;49.73588206;0.438612995;0.223239572;0;13.92234133;-50.87719298;27.74527573;15.58008145;55.07689244;;;;;;;
1;20101116;1195.25;1174.75;1195.25;1171;-1.7600;-0.017562199;-36.25;1196.79816;1186.087654;10.71050563;14.84761927;-4.137113639;-1.25693E-06;4.23346E-07;5.06088E-07;50.14614731;49.90788871;49.81091924;0.732150491;0.249122242;0.0995888;13.31174767;-93.02325581;-58.83078343;16.23507563;46.7033666;;;;;;;
1;20101117;1175.75;1177.5;1182;1173.25;0.2300;0.002340924;-36.5;1193.829212;1185.451532;8.377680481;13.55363151;-5.175951033;-1.3756E-06;1.22216E-07;5.46659E-07;50.06436877;49.9038308;49.83281428;0.612919853;0.242805478;0.128647742;12.98696492;-87.90697674;-74.6045232;15.70042737;45.9365554;;;;;;;
1;20101118;1177.75;1197.75;1199;1177;1.7200;0.017197452;-13.25;1194.43241;1186.36253;8.06988094;12.4568814;-4.387000459;-1.39839E-06;8.00743E-07;9.97962E-07;49.97816003;49.94553793;49.87428693;0.48723012;0.307729077;0.183689946;13.18707268;-50.23255814;-12.38953021;16.15039685;53.90151099;;;;;;;
0;20101119;1197.5;1198.25;1200;1187.5;0.0400;0.000417449;2.75;1195.019732;1187.243083;7.776649039;11.52083493;-3.744185888;-1.60269E-06;6.40378E-07;9.12942E-07;49.87912134;49.98081883;49.91218065;0.468257133;0.362649261;0.233982212;12.29312993;-49.30232558;3.832054136;15.88965422;53.34523487;;;;;;;
0;20101122;1202.75;1198;1206;1182.5;-0.0200;-0.000208638;2.25;1195.478235;1188.039892;7.438343144;10.70433657;-3.265993426;-1.48382E-06;5.61109E-07;8.6537E-07;49.97076878;50.0190628;49.92183347;0.650759511;0.422181927;0.24679337;11.99065736;-49.76744186;2.564102564;16.43325034;52.61513411;;;;;;;
1;20101123;1197;1178.25;1197.75;1174.75;-1.6500;-0.01648581;3.5;1192.827737;1187.314714;5.513022649;9.666073786;-4.153051137;-2.28177E-06;-1.29074E-07;3.58715E-07;50.10782405;50.10483427;49.97639097;0.923684875;0.555698492;0.319201686;11.70978999;-86.51162791;-64.67107553;16.92016103;49.68195293;;;;;;;
0;20101124;1178;1196.5;1197.5;1175.5;1.5500;0.015489073;19;1193.392701;1187.995106;5.397594653;8.81237796;-3.414783306;-1.15948E-06;6.61487E-07;5.51499E-07;50.03459627;50.03945742;50.00099474;0.730913817;0.453929309;0.35185563;11.36666027;-52.55813953;-34.80413572;17.28300667;56.68248314;;;;;;;
1;20101126;1195.75;1183.25;1200.5;1182.5;-1.1100;-0.011073966;-14.5;1191.832285;1187.643617;4.188668506;7.887636069;-3.698967562;-1.89951E-06;1.83023E-07;2.63703E-07;50.15131773;50.0032646;49.98052767;1;0.715477167;0.324691884;10.80084594;-77.20930233;-45.00175201;17.33422048;56.19099263;;;;;;;
0;20101129;1188.5;1186.5;1193.75;1172.25;0.2700;0.002746672;-11.75;1191.011934;1187.558904;3.453029292;7.000714713;-3.547685422;-5.84064E-07;2.80401E-07;3.04235E-07;50.17846337;50.04336643;49.99323474;1;0.827812729;0.341556614;10.27544692;-71.1627907;-76.02743231;17.63177616;57.27188473;;;;;;;
1;20101130;1186.5;1179.5;1188.25;1173;-0.5900;-0.005899705;-18.5;1189.240867;1186.961948;2.278918462;6.056355463;-3.777437001;-1.10545E-06;-8.48077E-08;6.11438E-08;50.18007203;50.13783598;50.03097523;1;1;0.391645522;9.869568917;-81.52173913;-98.13155096;17.46164929;52.31667882;;;;;;;
1;20101201;1177.75;1204.5;1207.75;1176.25;2.1200;0.021195422;26.25;1191.588426;1188.261063;3.327362473;5.510556865;-2.183194392;2.13523E-06;4.54672E-07;9.87004E-07;50.18395879;50.10943215;49.989189;1;0.910385959;0.336187137;10.70234313;-21.6374269;-3.691571778;18.46438863;57.70751563;;;;;;;
1;20101202;1204;1222.75;1223.25;1202;1.5200;0.015151515;26.25;1196.382514;1190.815799;5.566714761;5.521788444;0.044926317;3.15105E-06;9.13178E-07;1.12881E-06;50.34143104;50.26366188;50.04215131;1;1;0.406478341;10.67515301;-0.956937799;104.3740573;18.66336087;61.84183076;;;;;;;
